"","text","topic","linenumber"
"1486","Hi devs! I would like to have the possibility to change language of both audio and text inside the game. Despite the relative actors quality, I do like to enjoy my games/movies in their native language. The labial sync is better (and most often the acting is better too). Thanks for the game","Feature requests",841
"1487","I haven't read any of the other suggestions yet, so if someone else already said this then forgive me. But when I beat the story, and I had returned to the tower, it occurred to me that it would be awesome if I could make upgrades to the tower and upgrade aspects of the tower and really feel like I am helping the runners. It would be cool to also set traps, not only have them preset. I think a lot of these suggestions can be fulfilled by radiant quests, or quests you can repeat over and over again with the circumstances changed a bit each time. The rewards can be anything from weapon mods, weapons, crafting supplies, to simply cash. Another idea for radiant quests would be to actually go and talk to certain people at the tower, or the university(for the other map) and have the quarter master be able to give you small missions to rescue someone, or go to a certain area on the map and find supplies, ect...small things like that to immerse you in the role of being a survivor and pulling your weight. Because these side missions are all fine and everything but I personally have never felt satisfied doing side missions for any game. Side missions are mostly scripted scenarios that just feel disingenuous to the environment im in. And one they're done, they're done.  Okay another thing would be to have a slightly bigger emphasis on loot. After about an hour of gameplay any player has pretty much looted everything there is to loot. So basically it would be nice to have more of the kind of loot in the ""valuables"" area. Things like coffee and cigarettes, but more variety of things, with varied prices. This is all to keep the game feel fresh, and to make you feel like you are really scavenging for a more variety of things...not just cigarettes and coffee, with the occasional jewelry pouch. What? People in the zombie apocalypse only want to smoke, drink coffee,  and flash their bling? Lol. After all that is said, basically the main suggestion is to add some things that immerse the player (me) in the role that I feel the game wants me to be in. Because once you beat the game and do a good amount of side quests the game starts to lose its flavor. Which Is true for any game, but I think with a few added features it can definitely prolong that unique flavor to the game.  Sorry for my poor grammar, im typing this on my phone haha","Feature requests",842
"1488","I'm not quite sure where this should go, but here's a feature request I absolutely know is possible. Previously to this morning's patch, it was possible for users to edit certain aspects of game behaviour by editing files and placing them in the ""out"" directory under my documents. Things like making lockpicking more or less difficult, increasing/reducing skill requirements, letting you check your timepiece at any time, graphical enhancements removing film grain and the like. Players could also edit the length of the day night cycle, ammo counts, shop tier lists, (allowing them to access, for example, firearms earlier). It added a great deal of customization to the game. As of this morning's patch, none of those modifications work. As a feature request, I'd be ecstatic if you reenabled the option to modify the game's content - modding, even minorly, has ever resulting in a game being more popular and more profitable. I've told friends about dying light, and I included ""It's moddable"" as one of the major reasons to play. If you are concerned about cheating on the PC, it's simpler and easier to do so with memory hacking, not script changing. I'd be very pleased to see the option to make one's own changes return. ","Feature requests",843
"1489","May have already been mentioned but... Please consider giving us the ability to block. I know we have the shield down the tech lines but for not being able to simply block is a bit silly. Mechanic suggestion for blocking: Holding RMB allows you to block enemy attacks but you weapon takes durability damage. Timing the block reposites the enemy and your weapon takes no damage. A way to reward good players and the decay is there so that you don't rely on it.","Feature requests",844
"1490","Be the zombie mode I love this mode... but... the survivors are overpowered together... I will explain...When the players dont know how to co op... the hunter is OP... but when they do coop... the hunter is powerless... because there is no way to separate them... if there was only a skill or something we can so to force them to get separated.. because its impossible to kill 4 players uv lighting you... and UV should have a shorter range IMO... but at least have something to get them away from each other... all a higher lvl zombie can do is run away effectively from a good coop... when they know how to play.. even a 2 player coop is OP... but that is easier to  come arround... but 4 player? hunter becomes the pray...","Feature requests",845
"1491","Game really need option to mod hud opacity, slider type. For those who wannt ""immersion"" and no hud, they can set it to 0. And ppl like me, who like to know what they are using or how much health they have, without this stupid fading away, can set it to 90-100. With checkbox option for fading away.Current system is a total chupacabra, benefiting neither of the groups. First still have some weird grey boxes on the screen, second cant see chupacabra in those boxes. I truly hate this trend in gaming industrie(at least some devs make those things adjustable).I. Wannt. To. See. My. Stuff. 8)3 more things.Lockpicking. First, aside from police vans, containers with high level locks yeld garbage. Seriously, a wallet with 150-200 dollars(or some equally cheap item). From a locker under very hard lock ?!?! Lockpicks alone can cost player more than what he gets from that locker. Second, lockpicking could give some amount of survival exp, depending on level of lock.Valuables. Values could use some rebalancing. Pouch is worth 250, while cigarettes and coffee is worth 100. At the same time cigarettes are literally everywhere. I find like 10 packs per each bag of coffee, but they have the same price. And after about 10 hours in game i got 12 pouches... and over 400 cigarette packs. At the same time pouches are worth only 60% more. Pff.Notifications. There just have to be a way to shut the *cencored* off those neverending annoying notifications. ""Use medpack""... ""Use medpack""... ""Use medpack""... ""Use medpack""... ""Use medpack""... ""Use medpack""... ""You have unspent skill point""... ""You have unspent skill point""... ""You have unspent skill point""... ""You have unspent skill point""... ""You have unspent skill point""...I. *cencored*. Know. For he love of God, piss off. Its like a wife, but without the benefits.Or at least tell me where in game files those values are, so that i could shut them off myself.Edited January 30, 2015 by Dirmagnos","Feature requests",846
"1492","Loving the game and it is near perfection, such a step up from Dead Island.  Worth the wait from the delay and changing from last gen.  I was always digital only this gen on PS4 but you dropped the ball with normal copies for other fans.  all I would like to see change is the following. - A fast travel option, maybe not all safe houses but the important ones. - A way to respec skills, even for a large cost. - Guns are great and well implemented, they really feel rare at least until you can buy them    They should cost a lot more, enough to make you really work for them.  Same goes for bullets, I really find it hard to not use them all the time        now. Thnx for the work that anyone can see you put into this game and I hope it does well for you.","Feature requests",847
"1493","For consoles we need an option to disable the minimap and icons on the minimap. Why can I see fast zombies and night hunters on the minimap? A function to have a minimal hud is needed to keep the games longevity. I only say for consoles because I know that the pc version will have this from mods. Thanks for your consideration. Other than that, the game is fantastic. I hope a sequel is in the works, some of the best co-op I've played in years! GNGL!","Feature requests",848
"1494","Maybe a mode picture, like The Last of Us or Shadow Or Mordor , or a possibilitie to get oof the HUD to take screen on console?","Feature requests",849
"1495","How about the ability for the volatiles to (if you are out at night) track you down and possibly over run safe zones? Like at night you leave scents or something and the volatiles can track you to wherever you are. Basically making the night time harder an much more fearful. And with the infected/ volatiles able to retake safe zones adds more of a challenge to us players because we may want to defend or have to retake them every so often. And it would give a bigger emphasis on co-op for survival and defense.","Feature requests",850
"1496","Just registered an account for giving a quick suggestion I'm About 50 % into the game and im really enjoying it so far..and after almost about 30 hours now into the game Ive only 3-4 issues that need changing..well Fixing would be a proper word rathar than changing. 1)Ability to Remap Buttons on a controller(espceially because of the button mapped tp ""JUMP"") 2)CPU usaage.. This is important    My CPU has 4 cores and only my 1st core in being used 100% by the game ..rest of the cores are basically at 20-30 %....Basically u need to fix multithreading. 3) Stamina Bar Depletion Rate.....     30 hours into the game and i still feel like my stamina bar depletes too quickly.....The stamina bar depletes  after only 2-3 swings from a light weapon..You can only get one hit kills if u find a purple or a yellow weapon(with same rank level as your character +/-1)  but that is not  possible in many cases... With normal, or even blue weapons you need 3+ swings to kill a basic zombie but in most cases within 3 swings your stamina runs out so u need to back off which gets annoying.  Compared to Dead Island  in Dying Light I felt that Your Attacks had more weight behind them Meaning You are actually bashing that zombie in the face..whereas in dead island it just felt like small whacks..This was really fun but that fun is taken away too quickly because your stamina bar depletes too quickly..(Shadow or Mordor is a good example here )If only the stamina bar depleted at a much slower rate im sure the gameplay would become more amazing..Imagine You relentlessly bashing a zombie without worrying over stamina and after 4-5 hitts You eventually deal a massive Slo-moCritical to finish him off.. now that would be a good feeling..thats what needs to be changed The Three things i noted above are very Improtant And implementing them will Drastically Change the Gameplay Experience(In a good way offcourse)","Feature requests",851
"1497","Please add Push-to-talk option for voice chat. Thanks","Feature requests",852
"1498","I love the game! it's beautiful and just a blast. I have cerebral palsy and sometimes some of the buttons can be difficult to press during a stressful time (pretty much 24/7 on this game  ) I would love to be able to make the ""A"" button jump. That's all I need to be able to interact seamlessly with this game. Is there anyway this is a possibility? Thank you for such a wonderful game, have a great day!","Feature requests",853
"1499","THIS GAME HAS SO MUCH MORE POTENTIAL! PLEASE BE FULLY PATCHED UP BY FEBRUARY 27!!!!","Feature requests",854
"1500"," (Please ignore my poor English) Hello Techland team, Here are some of my missing features for Dying Light.I think/hope these wont take long to implement and could make the gameplay much more intense/enjoyable. The possibility to deactivate some ore even all HUD functions like the map in the â€œgame menu under a new option (advanced)â€.Also in the â€œgame menu under a new option (map/enemies/advanced)â€ the function to disable the indicator of the view distance and position of the â€œnight hunterâ€ and the â€œother zombiesâ€ which normally can be seen on the map. These implementations would make the gameplay much more dramatic, because you actually now need to really listen to the sounds which each zombie make to know if they see/hear/chase you. The possibility to set a spawn/respawn point at every â€œpersonal bag (the bags in the save zones where you can change your outfits and storage some items)â€. This would be very useful because probably many people me included don't like the spawn system at the moment, I don't want to spawn somewhere at the end of the map because there is a mission which I already started or an outpost which I just have taken over. I want to spawn somewhere where I think is the best position to start the game and move to a spot/mission. There is a â€œnew game +â€ but with no really new features except that you can keep on leveling with the equipment of the older save game or? Sorry If I am mistaking.I think it would be a great idea to implement something which makes the game more intense at the difficulty side. Maybe something like â€œnew game ++â€ or â€œhardcore â€¦â€? Where the zombies are much harder to kill (more live), can see you from a much wider areal, don't stop that fast to chase you, move a bit faster on day/night time and maybe even on day time the â€œnormal zombiesâ€ can turn into this â€œrageâ€ where they turn into the â€œrunner type of zombieâ€ but only if you lead their attention to long at you and done some damage to them (this would make every normal zombie to a potential thread and if you attack one you need to kill him in time or he will turn at some time and chase you. This would add the more intense gameplay for the more â€œhardcore gamerâ€ and people which are looking for a more challenging gameplay experience. These are  all wish features for the moment, there will follow some more if I played enough and have more experience with the game (waiting for performance patches etc.)I hope not alle of my points are already listed somewhere else.  Greetings from GermanyEdited January 30, 2015 by Imiperal","Feature requests",855
"1501","We, your fans between Dead island want only one thing:  - Option for Disabled HUD  For both console and PC ! Or after beat the campagn, restart a new campagn witout HUD for a maximum challenge, a new mode without HUD for eus, your hardcore fans ! If you will, i buy for this option with a DLC, no problem.  A good survivor game, Dying light is... But without HUD it becomme a heaven for all survivor gamers ! I play on Xbox ONE, not on PC !","Feature requests",856
"1502","Having the option to bind your keys to whatever you want would be great. example i would really like to change the A (survivor sense) with the right bumper (jump). as A is the preferred jump button in most games. also having the second character be a different character model in co-op would be great. ","Feature requests",857
"1503","Look, I've been playing the game since the second it came out. I find it awesome, a complete 10/10.One thing that I think should really be implemented is hardcore mode, a game mode where you have to find food, water(rest insn't needed, players sleep all the time to reach nighttime) and MEDICINE. The whole game talks about how Crane's infected, that all these dudes need this Antizin, and I only see it in cinematics. These elements would make the game much more interesting. And just one more thing: The combat system is awesome, but a dodging skill for incoming attacks from humans or weapon-yielding zombies, zat vould be gut, ja?I think many players would like that. thanks for reading, if you read this.  ","Feature requests",858
"1504","Ideas And Feature Requests For Dying Light Developers.","Feature requests",859
"1505","To be honest, I just want a no HUD pack and an option to tone down various FX..like the weird dust ""snow"" like effect. Do you guys know what I am talking about, or do I need to post an example pic?","Feature requests",860
"1506","No HUD option and bring back the analog combat system from Dead Island - (L2 to go combat mode r1 to block and right analog stick for attack with melee weapon) Also, stamina and weapon condition deteriorate too quickly. Finally, more guns and bullets - A sniper would be sick to have, and bow and arrow or crossbow. There should also be other AI survivors roaming the world and more random events like ambushes by marauders and optional escort missions in single player free roam.","Feature requests",861
"1507","i don't know if this was said already but what i would like to see is a mode called infested where one player starts off as the zombie from the (be the zombie mode) and goes up against 6 players and try to infect them turning them into zombies but the match always starts at night where the zombie has to infect everyone before daylight but there's a catch every time a player gets infected and turns the remaining player(s) get better weapons better gear more stronger to make it more challenging for the zombies ","Feature requests",862
"1508","Couple of suggestions to inprove the game imo:  before I beggin I should say that this all could be  accomplished by introducing dificulty levels, (normal, hard, brutal and stuff). Didn't read all of the other users suggestions. 1. Number one and most imporant ,  increase dificulty of Volatiles by this I mean run speed, pounce distance, damage, detection area and detection speed. I'm lvl 14 average on the 3 skill trees and I find the game very easy when it comes to escape or kill volatiles, throw a couple of flares or  UV lantern on theyr face with a good weapon and they'r down.(this again imo would make this game much more fun and scary to play at night) 2. Increase overall dificulty of zombies during the night(just a little bit). 3. Implement a coop invasion mode where more than one player can enter a another player's game with litle or no warning and control a volatile. I also suggest when we get invaded by a Hunter that more players could control any kind of infected. thats it for now, ;P I'm only at 19% of the game main story. Great game btw, best one in years. If you agree with my opinion just like and share.","Feature requests",863
"1509","     This idea came about from playing with a few simple handicaps I thought would make for a different experience. Turned out to give the entire game a different feel. - No HUD modThis disabled all HUD elements, Absolutely nothing. I enjoyed the clarity of having nothing on the screen, but the main gameplay difference was the exclusion of the mini map. - No musicI thought disabling the music would create a more immersive and tense experience, and it did. The sound of sprinting, screaming infected behind you at night was much more thrilling than chase music. - No survivor senseSurvivor sense allows you to know too much information, disabling this made it so you have to actively search for things, be observant and listen for nightmares. not knowing exactly where they were was great. - Not repairing my meleeAs you reach the end of the game, even if you do the first three things listed above, the game still remains unbalanced. You are able to one hit everything, so nothing feels threatening, and the tension is lost. The best way to keep the tension throughout the game is remove melee damage progression. I chose to not repair my weapon and see how it played out, the damage was a little low (took 5 or 6 hits to kill regular infected with one handed blade, 3 to 4 with two handed), but this simple constraint had a lot of unintended side effects that were very fun to play with. Guns now became a better weapon to use, but you had to deal with what the noise of the weapon causes. The game became focused on running and using your environment to deal with the infected instead of slashing through everything, even just a group of regular infected is something you have to think about dealing with. PROGRESSION These changes cause progression to shift, progression is no longer hitting things less before it is dead. Progression comes from the various abilities you gain and becoming a better runner. Utilities like the grapple, dropkick, stomp, and roll allow you to dispatch infected in a more broad manner. You become more versatile and powerful, but because of the nature of these abilities they do not create imbalance. GUNPLAY With these changes I noticed I used the guns a lot more because they were now comparatively more powerful. I had to make a choice to kill enemies quickly and create problems for me later due to noise, or take them out slowly. THE NIGHT Probably where I had the most fun with these changes, The nightmares are now something that always felt threatening. It was the first time in the game I felt I didn't want to go out at night. Nightmares now never can be beaten with melee, the only way to kill one is being clever, Such as stunning them with UV as they chase you up a wall. Guns work on lone nightmares, but there are usually more than one. Running away is the best option, as it should be.      I hope we can get mod support soon. Just support to allow people to change the values of things that are currently in the game, and let people play co-op with these variable modifications. Disabling changes to game files to prevent cheating is not a smart decision, cheaters are going to cheat. Games that are competitive and have careers related to them have cheaters. All this patch does is remove the ability to change how the game plays. I was looking forward to playing the entire game again with these handicaps. The game works very well mechanically but some balancing issues and design decisions make the gameplay less immersive, less difficult, and less tense than it could be.      I didn't follow the dying light videos much before release, but earlier videos of gameplay show no HUD, minimal survivor sense, and portray the night as something that is supposed to be tense. Not sure why they changed the design so much, The few hours I got to play with these changes before the patch were outstanding and required no extra work by the developers. If mod support is not an option because of rampant cheating in a non competitive game, I propose a gamemode that: -Disables all HUD elements -Disables survivor sense -Disables music -Removes melee damage progression (I don't know how scaling and damage works. For common infected 4 hits to the head with one handed, 2 hits to the head for two handed seems like it would play well.) -Disable quick time events in cut scenes (They don't add anything and I think showing a button prompt in just these specific cases would be a worse decision.) -Should probably be unlocked at the end of the main story because it requires the player to have knowledge of interactions with objects (such as what containers are lootable, what items can be picked up, press keys in certain circumstances.)      These changes make the game feel like what it was originally set out to be and seemingly require very little effort.Edited January 31, 2015 by BillyMays","Feature requests",864
"1510","Great game but I can think of two changes I would like to see.1. Do so you can craft as many as you want of the same time. It's nothing major but it would be much easier if I could put a number on how many lockpicks set I want to do and so on.2. When you are in Camouflage mod take away the blood that is in the middle of the screeen, have it on the sides. It's a bit annoying, for me anyway. Cheers","Feature requests",865
"1511","The only thing i would like to see added to this game, is the option to turn off the film grain. For me it spoils an otherwise great game.","Feature requests",866
"1512","First of all PLEASE FIX THAT PROBLEM with the lost progress, ive lost everything except the story progress, i am very disapointed because i waited so long to have this and that ruined my vision off the game Second i have some important ideas that can help you guys 1) you must put on a ""stop time mode"" when the player is choosing weapons or secondary stuff, because in the pursuites is very annoying recieve a punch while i am change equipment (like a GTA V weapon menu) 2) there is no way to return were i climb up, if there is possible please put on a action button in every edge or something in order to climb down 3) give the option to swich on or off ""running"" only pressing L3 one time im very satified with the game but very dissapointed with the progress problem, and i hope you can patch it ASAP THANKS","Feature requests",867
"1513","unsure if said but the when queing for a game as the zombie to actually able to still do stuff as the waits can be a long time it gets boring ","Feature requests",868
"1514","I agree with these ->>First of all PLEASE FIX THAT PROBLEM with the lost progress, ive lost everything except the story progress, i am very disapointed because i waited so long to have this and that ruined my vision off the game  1) you must put on a ""stop time mode"" when the player is choosing weapons or secondary stuff, because in the pursuites is very annoying recieve a punch while i am change equipment<<","Feature requests",869
"1515","first off I love your game. first must have game of the new year. only issues i have are simple ones. i love to play music while i play games, yet i can't do so with dying light. and i suspect its because of the be a zombie mode, where you need to hear if the zombies close. but i'll tell you, doesn't truly help. but please just allow it while zombie mode is turned off. second issue is small, not really a complaint. In be a zombie mode my teammates are trash. and i usually have to do all the work by myself. and less nest's to kill will improve the runners chances of winning. we more then likey will lose if one person on our team is constantly getting killed its annoying. so i just turn it off, while i would like to leave it on, also its near impossible to accomplish my yourself. maybe give the nighthunters lives as well. idk","Feature requests",870
"1516","The game turned out excellent. Thanks to the developers. The truth of the game, there are some not nice things. Some zombies can pass through the wall, by chance, but this is very rare.There is one problem with the hook-cat. When you stand on the roof of a tall building and shoot the hook-cat to the ground, the character flies to the ground and does not receive any damage. It's a bit illogical. I would like you to fix it. I can offer two solutions:1) Make it so that the hook-cat could only shoot straight and up, but not down.2) Make it so that the player could shoot a hook-cat, but he could not be attracted to her aid if the sight is directed below the horizon.P.S. Sorry if there is an error in the text, I do not know English very well.Edited January 31, 2015 by Eagl","Feature requests",871
"1517","I have a suggestion. Instead of offering the people who are paying for your game modding support you should use DMCA notices to make sure no one can remove film grain....oh wait you already did that. How about the opposite and you provide modding support?","Feature requests",872
"1518","Besides a playable female character (even as a DLC mission and/or multiplayer) and some outfits for her, I'd love the following to be implemented... 1. A Buzz Killer weapon to have the same elements as the Night Club. What I mean by that is that there should be a Buzz Killer weapon that has the fire and electrical elements of the Night Club plus the UV light on the stick!!! It should be named, ""The Ultimate Goddess"".  2. More VARIETY of guns. I'd want a 1911 .45 caliber pistol, a desert eagle, and a grenade launcher.  3. Only if possible, can we have a 3rd person gameplay in all modes. (This one isn't really necessary for me but would look a little more fun. Lol) 4. No infinite ammo. Instead I'd like an INFINITE DURABILITY code for melee weapons only!!!Edited January 31, 2015 by Nasty_Freak","Feature requests",873
"1519","""New Game+"" is too easy from what i've saw. I kill a Shadow-Hunter with 4-Hits... okay my Katana has 2587 Damage... Anglesword-ModBut this is called ""New Game+"" or not? -Biter's are so low that i onehit em like Chickens!-Runner's are onehit....-Fiend's(Unholde) 2Hit... approach and stab,stab down.-Spitters ofc onehit...-Rais' Men ... okay 1-2 parry's and then onehit.-Suit's onehit...-Escaper(FlÃ¼chter) [dunno how theyre called in english] onehit too.... just rush em and hit loot they never escape. -Rammer (not seen yet but i guess 4-7 hits) BUT they are Scary!-Shadow-hunter's are not scary anymore. Okay they are able to kill me, but i fight em with no fear! (4hit with 2587 Damage) Way too easy at Maxlevel: 25survive 24Agility 24PowerWhere is the longtime motivation then? I want a Challenge in ""New Game+"" and no easy repeat of the Game!So only the Shadow-Hunters are buffed in ""New-Game+""? Weapons: Why are there no highend Wrenches/Baseball Clubs/ and Stuff. All Endgame items are limited -.- like Katana, Fireaxe,... A big Problem is the Upgrading Feature!I want to know how many Upgrade-Parts i have in this Window.Yes i could see that in the Inventory... But why its not there? It's just undetailed. Please change it.  Best Regards to the Dev's!Sorry for my english I'm german. ","Feature requests",874
"1520","Support modding. Give us the capability and some tools and we will do the rest! It WILL guarantee additional sales, it WILL guarantee more people buy DLC, and it WILL guarantee the success of a sequel and most likely any future Techland games because of popularity. It's a win/win situation. Please, think over this long and hard.","Feature requests",875
"1521","Well damn, too bad I saw this topic just now, I could've just write it here instead of creating 2 topics, silly me... so I'll just link it: http://forum.techland.pl/topic/2890-physics-and-details-oh-man/ http://forum.techland.pl/topic/2933-weapon-mods/ Oh, and definitely leave the dismemberment system as it is <3 Edited January 31, 2015 by Bansai","Feature requests",876
"1522","Hello Techland I must say game is apsolutely amazing! Really enjoying it so far even tho i didn't finished it yet Even tho you are still trying to fix performance for AMD and some NVidia players, i got couple suggestions for future features:1. Give us ability to see watch on our hands (Keybind to turn on/off) so we can watch on hours, easier to check how many times we have left before night/how much time we have before sunrise etc.) and not only 20:57-21:00 :/ That would be rly cool and easy to implement since hand watch animation is already there!2. Grapling Hook is way overpowered i would say. Peoples are just abusing this thingy, i would say nerf it a little bit down.. (cooldown increase or something). Also add damage fall when you hooking from top of building to bottom... no logic.. from top of the building hooing to bottom and i take no fall.. thats why i hate grap.hook -.-3. During Night Huter Invasion, Humans are overpowered. They can 2hit Hunter... also they can SEE where is he.. thats kinda lame(with Survival Sense). My suggestion here is.. to disable Survival sense during invasion! Cause peoples are just pointing UV FL 24/7 and droping 28472389 Flares on the places you are.. not the places you are not. Cause they know where you are!. PLease look up to this. 4. Add more weapons!!!!!!!!!! From 20-25lvl you are getting only few types of weaps (Good Ones) out of 100+ you used to use before.. Just scale dmg from existing weapons  Also please, my biggest feature i would like and i honestly think some of players also would like, to add Bows/Crossbows ))))) Silent kills from a far (Beside throwing knives/axes) - win  To get back to add more weapons, would be nice to add more and more weaps and scale it through lvls you progressing up to max lvl.  5. More Skilsssss and ofcourse increased max lvl heheh 6. WE ALL WANT MORE CONTENT )))))) Game is amazing so far, can't wait to finish the game. But i already want more content. More missions, more and more zombies including maybe new types of zombies etc. Maybe that would be like new ''expansion'' but think about it.. at least check first 5 suggestions and i hope you will get them ingame soon   Cheers, HardstylerEdited January 31, 2015 by Hardstyler","Feature requests",877
"1523"," The game turned out excellent. Thanks to the developers. The truth of the game, there are some not nice things. Some zombies can pass through the wall, by chance, but this is very rare.There is one problem with the hook-cat. When you stand on the roof of a tall building and shoot the hook-cat to the ground, the character flies to the ground and does not receive any damage. It's a bit illogical. I would like you to fix it. I can offer two solutions:1) Make it so that the hook-cat could only shoot straight and up, but not down.2) Make it so that the player could shoot a hook-cat, but he could not be attracted to her aid if the sight is directed below the horizon.P.S. Sorry if there is an error in the text, I do not know English very well. This image and suggestion is a must!","Feature requests",878
"1524","weapon 3500 damage beautiful,new progect weapon, new zombies new boss new hunter fly ecc new mode survival player vs player vs zombie style dayz kill all equip lose playermax slot 20 player, be the zombie other zombie hunter typÃ© runner berserker ,mode bethezombie evolve your hunter after kill , stat and abilities upgrade for zombies bthezombie mode, be the zombie mode invasion max zombies player 2 no 1,2 vs 4 player perfect balance.very important fix lag frame rate ,anticheat for bethezombie and consol cheat for singleplayer game finish 100% arms indestructibleEdited February 1, 2015 by Master","Feature requests",879
"1525","Idea for a better Dying Light game: - If you must keep the HUD, can you make a option for disabled the display of controller buttons command on the screen ? Its not very fun to see the button (X) on every action in the game, a lot of player know all their controller fonction in 10 min, why display command on screen all the time ? A option for disabled this display is the most important thing for a more immersive gameplay. - A match PvP 2 players vs 2 players ! Scenario: 2 team must take a supply drop in 5 minute, you must be speed, fight for your goal and the winner is the team who have take the supply drop first and go back to their camp without dying. Epic fight ! - Create simple story mods for Xbox/Ps4 players (on PC they have allready mods...)Mods1: Campagn game solo with ALL element of HUD disabled (Many player want absolutly this option) Mods2: One shoot kill campagn (when a zombie touch the player 2 or 3 time its the end ! Big challenge) Mods3: Complete campagn without die, only one live for beat all the game ! (make this, and U create the more challenging game ever made)Mods4: Time counter limit mode (complete the game in 30 day maximum, or 10 real hours maximum)Mods5: Hardcore mode, Campagn without skill upgrade and without big weapons, Zombie are very strong, hard to kill and player isn't strong. Mods is the best thing i have see on PC support, if you make this for Xbox ONE/Ps4 user, you make an revolution in the wolrd of game design, sure ! Your game are very good, if you make this little mods for console user, you becomme super star for many gamer ! Make the good choice ! ","Feature requests",880
"1526","Idea for a better Dying Light game: - If you must keep the HUD, can you make a option for disabled the display of controller buttons command on the screen ? Its not very fun to see the button (X) on every action in the game, a lot of player know all their controller fonction in 10 min, why display command on screen all the time ? A option for disabled this display is the most important thing for a more immersive gameplay. - A match PvP 2 players vs 2 players ! Scenario: 2 team must take a supply drop in 5 minute, you must be speed, fight for your goal and the winner is the team who have take the supply drop first and go back to their camp without dying. Epic fight ! - Create simple story mods for Xbox/Ps4 players (on PC they have allready mods...)Mods1: Campagn game solo with ALL element of HUD disabled (Many player want absolutly this option) Mods2: One shoot kill campagn (when a zombie touch the player 2 or 3 time its the end ! Big challenge) Mods3: Complete campagn without die, only one live for beat all the game ! (make this, and U create the more challenging game ever made)Mods4: Time counter limit mode (complete the game in 30 day maximum, or 10 real hours maximum)Mods5: Hardcore mode, Campagn without skill upgrade and without big weapons, Zombie are very strong, hard to kill and player isn't strong. Mods is the best thing i have see on PC support, if you make this for Xbox ONE/Ps4 user, you make an revolution in the wolrd of game design, sure ! Your game are very good, if you make this little mods for console user, you becomme super star for many gamer ! Make the good choice !  Mods 1: That would be really interesting!Mods 2: Hmm.. like few times touched, you die of infection? (become a zombie?)  Mods 3: That would be Hardcore Mode: if you die, you lose everything. ANd start all over again!  Mods 4: Meh. Mods 5: My opinion on that would be that you can upgradde weaps like you can now and have all weaps you have now, but make zombies stronger, harder to kill","Feature requests",881
"1527","Just have some suggestions for a Dying Light SEQUEL. Since I am not so ignorant and ridiculous as to go start suggesting entire new game mechanics and specific weapons to be patched in to an already released game. For Dying Light 2  1. Remove Weapon breaking. I mean, weapons should still deteriorate and need repairs, but it sucks for weapons to eventually be unusable. Instead of giving a limited number of repairs, how about you make it so that every repair needs more and more materials. Eventually it will be too much to be worth it anyway. But at least it gives a chance of keeping your favorite weapon. Would also stress the need to hunt for supplies. 2. Better gun balancing. Guns should do WAYY more damage, but there should be a SIGNIFICANTLY lower amount of ammo in the world. I hate it when RPGs try to scale guns like melee weapons, so then it takes like 30 shots to kill a single guy. 3. Expanded Customization. It would be cool if each weapon can be upgraded at a specific part,like the handle or the blade. I love having a cool weapon I built up from nothing. Also, maybe add more weapons in each category. For guns, especially, like a hunting rifle, crossbows, revolver maybe. 4. Better Human-Human combat. Please develop the AI system more. There are plenty of detection issues. I don't think there is an actual defined detection system in the game..also, maybe give them some more personality..like actually showing signs of pain. lastly, configure the control scheme to allow a blocking button. It is really needed. 5. Expanded parkour. The parkour system would benefit from Mirror's Edge type moves such as wall running and swinging. 6. Keep the Urban setting. My dream come true would be a vertical based city location. Also, work on making more and more interiors. 7. Moar Zombies. If all else fails, the best way to advertise a new game is MOAR of EVERYTHING. Lol, it actually would be sweet to have even more zombies than there are now. Which is already a lot.  8. Dedicated Stealth system. There should be an actual system for stealth involving humans. Just saying. 9. Hostile survivor system. The world should be strewn with various hostile camps and groups. Not a well equipped army like Rais's men. 10. A renovation system. I like the idea of unlocking new safe zones, but I think that the world should be separated into districts, with each district (in addition to a few small unlock able safe zones) should have one larger survivor camp. Allow things like: Building better fences and barricadesBuilding trapsSecuring the perimeterGathering supplies Cleaning up and renovating camp/interiors, visual improvements. Maybe as your camp grows, more survivors from said district will hole up inside, providing opportunities for trading, defense from volatiles, more supplies, visual improvements, and maybe some followers you can hire. For the sake of keeping it fresh, camps should be able to be overrun if you do not establish good protection.This entire system is inspired from the tower. You do many missions to help the tower, like collecting powerful lights, and getting supplies, but it doesn't really change anything other than giving you a reward.","Feature requests",882
